 ClI*,1025.5529,0.00239,35,15200000,,,,
 CrIII**,1025.632,0.0128,52,57800000,,,,
 CoII,1025.678,0.00251,59,20500000,,,,
 H I,1025.7219,0.0527,1,190000000,,,,
 H I,1025.723,0.0264,1,190000000,,,,
 O I,1025.7616,0.0169,16,76500000,,,,
 O I,1025.7626,0.00302,16,19100000,,,,
 O I,1025.7633,0.000201,16,2120000,,,,
 ClI,1025.8445,0.00755,35,47900000,,,,
 H2LP1V06,1025.941,0.00911,2,1300000000,,,,
 MgII,1025.9681,0.001,24,3170000,,,,
 MgII,1026.1134,0.0005,24,3170000,,,,
 O I,1026.4733,0.00000235,16,24800,,,,
 O I,1026.4744,0.000187,16,1180000,,,,
 O I,1026.4757,0.00246,16,11100000,,,,
 H2LR2V06,1026.533,0.0179,2,1290000000,,,,
 HDLP3V07,1026.563,0.0107,3,1280000000,,,,
 FeII977,1027.103,0.00003048,56,10000000,,,,
 ClI,1027.1786,0.00345,35,21800000,,,,
 HDLP6V08,1027.332,0.0118,3,1080000000,,,,
 ClI,1027.3386,0.00658,35,27700000,,,,
 CoII*,1027.356,0.000000001,59,100000000,,,,
 CoII,1027.371,0.000000001,59,100000000,,,,
 HDLR4V07,1027.428,0.0132,3,1230000000,,,,
 O I*,1027.4305,0.0151,16,57100000,,,,
 O I*,1027.4313,0.00502,16,31700000,,,,
 CoII*,1027.452,0.00226,59,14300000,,,,
 CrIII***,1027.459,0.00378,52,23900000,,,,
 HDLP8V09,1027.881,0.0118,3,871000000,,,,
 H2WR9V00,1027.901,0.000169,2,1120000000,,,,
 NiII,1028.026,0.00000174,59,11000,,,,
 H2LP2V06,1028.1121,0.0107,2,1300000000,,,,
 O I*,1028.1431,0.000000493,16,9330,,,,
 O I*,1028.1436,0.0000961,16,607000,,,,
 O I*,1028.1447,0.00103,16,3900000,,,,
 O I**,1028.1571,0.0201,16,42200000,,,,
 ClI,1028.174,0.0223,35,141000000,,,,
 H2LP5V07,1028.2531,0.0105,2,1220000000,,,,
 CrIII*,1028.337,0.0336,52,127000000,,,,
 ClI,1028.4075,0.00000203,35,8540,,,,
 H2LR9V09,1028.531,0.0244,2,1080000000,,,,
 FeII977,1028.606,0.00001349,56,10000000,,,,
